title,postexcerpt
Air Force Academy 2020 graduates will join U.S. Space Force,"From an Air Force Academy graduating class of about 1,000, as many as 62 or 63 second lieutenants will go to the Space Force."
Space Force official: Transfers of military personnel to Space Force are strictly voluntary,"Thompson: “To those who do not want to be part of the Space Force, we are not going to ask you involuntarily to join.”"
"India outlines launch plans, progress in human spaceflight and space transportation","India's launch plans for the coming year include Earth observation, communication and navigation satellites, while also making progress in human spaceflight and space transportation."
"Patrick AFB, Cape Canaveral soon to be renamed Space Force bases",Also under consideration is what to call the space wings.
"Airbus, citing weak space market, to cut more than 2,300 jobs","Airbus Defence and Space will shed about 7% of its workforce because of  weak sales, Airbus Group said Feb. 19."
U.S. Space Force rolls out plan to change how it buys satcom services,The “United States Space Force Vision for Satellite Communications” was approved by Gen. John Raymond on Jan. 23.
NOAA warns of risks from relying on aging space weather missions,The head of NOAA’s space weather office used a recent hearing to caution that a failure of an aging spacecraft in the next few years could leave the agency “hurting a little bit” in its ability to monitor solar activity.
Kleos Space borrows $3.7 million while awaiting first launch,Radio-frequency-mapping startup Kleos Space on Feb. 18 said it received a $3.4 million loan from Dubai-based Winance to keep the company “well funded” while it awaits the launch of its first satellites.
Space Adventures to fly tourists on Crew Dragon mission,Space Adventures announced Feb. 18 that it has an agreement with SpaceX to fly a dedicated Crew Dragon mission that would send four space tourists on a mission to a relatively high Earth orbit.
Commerce Department seeks big funding boost for Office of Space Commerce,The Commerce Department is once again requesting a large budget increase for its Office of Space Commerce in order to work on space traffic management activities after Congress rejected a similar request last year.
Cygnus launches to space station,A Cygnus cargo spacecraft launched Feb. 15 carrying more than three tons of supplies and experiments for the International Space Station.
